hayvan	baba	ana	byil	bay	byas	sver305
910168	870228	820434	1993	4	25	5112
910170	850201	861105	1993	7	28	5502
910172	860071	850982	1993	7	28	5770
910175	860041	880191	1993	4	25	4670
910176	860071	870953	1993	4	25	2955
910182	860071	870888	1993	7	28	2475
910185	870228	860431	1993	5	26	5670
910187	870228	880247	1993	7	28	5386
910189	860078	870596	1993	4	25	4476
910191	860071	861061	1993	5	26	4875
910192	860078	860107	1993	6	27	4034
910195	860078	880234	1993	9	30	4650
910198	860190	880821	1993	5	26	5913
910212	4096	870910	1993	6	27	5610
910215	860078	840687	1993	5	26	4836
910217	860190	880157	1993	7	28	5340
910221	850201	830066	1993	5	26	3980
910226	850201	880007	1993	5	26	4842
910232	4050	860339	1993	6	27	6019
910235	850201	861128	1993	10	31	4625
910236	4204	870895	1993	7	28	5331
910241	860078	860224	1993	6	27	4595
910244	860041	890013	1993	6	27	4864
910246	4204	851039	1993	5	26	5301
910250	850201	850926	1993	6	26	4809
910255	860078	890050	1993	7	27	3628
910256	3970	840567	1993	5	25	5546
910258	860054	880339	1994	1	33	4362
910266	860035	880331	1993	5	25	5681
910269	860061	880906	1993	6	26	5356
910271	860078	880330	1993	5	25	4516
910272	860078	830077	1993	6	26	4908
910276	860035	870566	1993	6	26	5082
910279	860054	880798	1993	6	26	4955
910280	860071	870892	1993	7	27	4491
910284	850201	851179	1993	8	28	5198
910288	860078	860207	1993	6	26	5032
910294	850201	860629	1993	8	28	5474
910306	850201	860783	1993	11	31	5225
910307	860078	880734	1993	8	28	2580
910308	4096	880160	1993	7	27	5244
910325	860071	870419	1993	6	26	5636
910332	4204	880230	1993	7	27	5265
910339	860071	890094	1993	6	25	4785
910340	860054	890146	1993	7	26	6123
910345	860078	870946	1993	10	29	5452
910359	860071	880887	1993	10	29	5632
910360	860078	860794	1993	6	25	4640
910368	860071	870433	1993	6	25	5542
910371	870228	890021	1993	8	27	3839
910375	870228	890060	1993	9	28	5152
910378	860078	890183	1993	10	29	4605
910386	860078	880851	1993	8	27	6522
910388	860041	890236	1993	8	27	4863
910391	860054	890141	1993	7	26	5087
910401	860078	880686	1993	9	28	2941
910417	860071	851042	1993	7	25	5731
910434	860061	890330	1993	8	26	5784
910444	870228	890002	1993	8	26	4267
910451	860078	880825	1993	7	25	4548
910456	870228	890230	1993	9	27	5258
910463	860078	890235	1993	8	26	3551
910473	860078	840580	1993	9	27	5608
910477	870228	870565	1993	8	26	4378
910482	870228	861279	1993	9	27	5454
910483	860054	840032	1993	8	26	4875
910484	860078	890160	1993	9	27	5805
910494	860078	820310	1993	10	28	4766
910504	860061	890336	1994	2	31	5693
910513	860041	870307	1993	9	26	5101
910516	860071	860521	1993	10	27	5764
910518	860071	851129	1993	9	26	5265
910528	860078	890352	1993	9	26	4640
910535	860061	880875	1993	9	26	3488
910544	870228	861177	1993	12	29	3760
910549	860061	860142	1993	9	26	5022
910554	870228	830220	1993	12	29	4446
910565	860071	830057	1993	9	26	5344
910568	860071	870828	1993	10	27	4650
910570	860078	851070	1993	10	27	6569
910571	860078	830510	1993	9	26	3683
910585	860071	870755	1993	10	26	4857
910590	860071	861243	1993	10	26	3855
910595	860054	880079	1993	9	25	5768
910598	860061	890584	1993	10	26	6115
910600	860071	850861	1993	10	26	4991
910603	860071	860196	1993	11	27	5292
910608	860078	890543	1993	12	28	5953
910610	860054	850013	1993	11	27	4893
910613	860078	890203	1993	10	26	3713
910617	880112	890074	1993	10	26	3930
910619	880112	840558	1993	10	26	4585
910626	860078	830396	1993	10	26	3840
910627	860078	880853	1993	12	28	5705
910638	860078	890547	1994	4	32	5798
910641	880112	890551	1993	11	27	5213
910643	860054	880173	1993	12	28	6694
910650	860071	830460	1993	10	26	3845
910661	860061	820172	1993	10	26	4432
910664	880112	890409	1993	12	28	6440
910665	860061	870629	1993	10	25	4924
910671	860078	861294	1993	12	27	5120
910672	880112	880916	1994	1	28	4867
910677	860078	880743	1993	12	27	5372
910678	860054	840897	1993	11	26	4628
910683	860071	870883	1993	12	27	4663
910696	860054	2335	1993	12	27	2325
910697	860071	860088	1993	11	26	5976
910698	890207	880558	1993	11	26	3110
910706	880108	870064	1994	1	28	5922
910708	870228	870515	1993	11	26	5040
910711	880108	860538	1993	10	25	4415
910714	880112	850808	1993	11	26	4982
910719	880108	850907	1993	11	26	5169
910724	890207	830452	1993	11	26	4106
910725	880108	880359	1993	12	27	5626
910727	880112	870647	1993	12	27	4876
910736	880112	860643	1994	1	28	5290
910738	860054	830251	1993	12	27	5820
910742	860054	890262	1994	1	28	4191
910743	860071	890647	1994	1	28	4140
910748	890213	890700	1993	12	26	7155
910751	860026	870721	1993	12	26	4719
910755	890848	890563	1993	12	26	5717
910760	3978	850520	1994	1	27	5657
910761	860071	840069	1994	3	29	5780
910764	3978	880722	1994	1	27	5168
910765	860071	851093	1993	12	26	4977
910774	860061	841099	1993	12	26	4202
910778	860071	890702	1994	2	28	6692
910785	860071	890502	1994	2	28	5493
910789	860078	870965	1993	12	26	5594
910793	860078	870868	1994	1	27	6674
910799	860054	870517	1994	1	27	4976
910803	860071	861238	1994	2	28	4928
910804	890214	880582	1994	1	27	5850
910805	860054	850238	1994	1	27	3998
910808	860071	880521	1994	3	29	6071
910810	860071	890771	1994	1	27	5883
910817	890214	890628	1994	1	27	5089
910819	890848	890737	1993	9	23	4159
910820	880112	890726	1994	2	28	4132
910826	860078	890570	1994	3	29	4878
910829	880112	890779	1994	3	29	5205
910830	890214	890655	1994	6	32	4515
910832	860071	840795	1994	1	26	6123
910833	4050	890736	1994	2	27	4702
910839	880189	890819	1994	1	26	4598
910844	890213	851151	1994	1	26	6937
910846	880189	890789	1994	2	27	4429
910847	890214	890564	1994	2	27	4883
910848	890213	851053	1994	2	27	4140
920001	4050	890688	1994	3	26	5774
920002	890213	890668	1994	1	24	5364
920006	860078	850093	1994	3	26	3765
920007	890213	850845	1994	4	27	5600
920009	860078	890752	1994	12	35	5120
920014	4204	890760	1994	2	25	6092
920015	860071	880085	1994	2	25	5205
920016	870228	890671	1994	2	25	5415
920017	4096	890783	1994	4	27	7364
920021	890848	890784	1994	3	26	4500
920022	860071	870190	1994	5	28	6085
920027	880189	890691	1994	5	28	4788
920030	890848	890745	1994	4	27	5745
920033	860078	880032	1994	5	28	5464
920039	870228	2979	1994	3	26	5650
920052	860078	890711	1994	4	27	4170
920060	860078	2781	1994	3	26	5177
920061	4096	880016	1995	1	36	6193
920064	860071	870898	1994	4	27	5004
920066	880112	870333	1994	4	27	6869
920071	870228	850947	1994	5	28	5619
920072	870228	850947	1994	3	26	4509
920077	860054	840070	1994	4	27	4555
920085	890214	890666	1994	4	26	5199
920087	870228	880158	1994	4	26	5445
920095	860078	860065	1994	1	23	4989
920102	870228	880777	1994	4	26	4497
920103	870228	851055	1994	4	26	4595
920108	860071	850352	1994	4	26	5018
920111	880112	850117	1994	4	26	3270
920114	870228	880676	1994	5	27	4900
920122	860054	870863	1994	6	28	4344
920145	860078	880876	1994	4	26	6260
920156	880112	870410	1994	5	27	4225
920165	860078	880049	1994	6	28	4203
920170	880112	850328	1994	4	25	4944
920173	870228	870249	1994	4	25	5125
920176	870228	870910	1994	5	26	5545
920202	890101	890631	1994	6	27	4507
920232	890138	900095	1994	5	26	3935
920259	880112	860058	1994	5	25	4319
920264	880112	890909	1994	5	25	3981
920269	890101	900141	1994	7	27	3802
920272	880112	840057	1994	9	29	4208
920274	890101	890246	1994	8	28	4699
920286	890138	890830	1994	6	26	5280
920297	880112	890857	1994	7	27	3385
920306	890101	900096	1994	6	26	2935
920309	890138	880024	1994	6	26	4669
920312	890138	840530	1994	7	27	1920
920318	860071	860955	1994	6	26	5124
920321	890848	870570	1995	1	33	7584
920323	870228	880844	1994	7	27	5010
920346	870228	890141	1994	7	26	5875
920381	860071	890335	1994	8	27	5030
920392	860071	840687	1994	8	27	5650
920398	4096	860521	1994	8	27	5685
920399	890848	900328	1994	8	27	6574
920405	870228	890242	1994	8	27	6262
920406	870228	870307	1994	9	28	5175
920410	890214	890002	1994	8	27	5788
920411	4167	890338	1994	5	24	2860
920412	870228	870565	1994	8	27	5064
920419	890214	900069	1994	8	26	3986
920442	890207	890032	1994	8	26	4954
920443	4096	890112	1994	9	27	6552
920448	890214	900018	1995	6	36	5234
920450	890207	880295	1994	8	26	4547
920451	880108	870279	1994	8	26	5154
920456	880108	851163	1994	9	27	5180
920458	880108	860097	1994	9	27	7435
920462	4167	900162	1994	10	28	6458
920466	860054	851071	1995	1	31	4847
920475	890213	900405	1994	10	28	5062
920476	870228	880910	1994	8	26	5786
920479	890213	880654	1994	9	27	4868
920483	880108	890137	1994	8	26	4181
920484	890207	880349	1994	8	26	2683
920489	890848	890047	1994	9	27	6084
920494	880108	890425	1994	9	27	4656
920496	870228	2868	1994	8	26	4789
920501	860054	851035	1994	12	29	5172
920502	880108	890843	1994	10	27	4911
920513	890207	870403	1994	8	25	6580
920515	890213	900387	1994	10	27	4840
920516	890848	890150	1994	8	25	3719
920520	880108	890584	1994	9	26	4894
920521	880108	890584	1995	1	30	5930
920530	870228	900528	1994	10	27	2384
920532	870228	860806	1994	8	25	4812
920536	870228	861177	1994	9	26	1882
920539	890848	900496	1994	10	27	4763
920544	860054	830268	1994	10	27	4317
920545	870228	890183	1994	10	27	4747
920547	870228	880137	1994	9	26	4146
920548	870228	860084	1994	10	27	5832
920563	880189	900122	1994	10	27	5449
920565	890213	900297	1994	10	27	6252
920567	880210	870200	1994	12	29	5991
920577	890213	900433	1994	11	28	6628
920585	880189	890313	1994	11	27	4607
920587	870228	851025	1994	10	26	5970
920600	890214	900458	1994	10	26	6004
920611	880114	890558	1994	11	27	5362
920612	870228	870768	1994	10	26	5521
920614	890214	890089	1994	10	26	4944
920618	890848	900262	1994	10	26	6817
920620	890214	830436	1994	10	26	6386
920627	880114	830241	1994	10	26	6026
920629	880114	890461	1994	10	26	5030
920640	880210	880916	1994	10	26	4687
920654	880114	890596	1994	11	27	6152
920662	880189	870287	1994	12	28	6930
920668	880210	900689	1995	1	28	7294
920673	890214	900535	1994	12	27	6002
920674	880108	900667	1994	11	26	6323
920678	880210	880558	1995	2	29	6841
920681	880108	900555	1994	11	26	6535
920694	880210	900561	1994	12	27	5688
920707	880210	880653	1994	11	26	6056
920711	880210	890230	1995	9	36	6940
920715	880210	880192	1994	11	26	5418
920718	880210	830348	1994	12	27	5420
920730	880210	860822	1994	12	27	5990
920731	890848	870965	1995	1	28	5300
920755	890213	890385	1995	2	28	6675
920757	4167	880830	1995	1	27	5823
920758	900243	851093	1995	4	30	7660
920761	900229	890737	1994	12	26	7380
920777	890848	890787	1995	7	33	7738
920782	4167	900746	1995	3	29	7398
920796	4167	890532	1995	6	32	7056
920797	4020	840069	1995	7	33	4736
920800	890213	890567	1995	4	30	6265
920806	900243	850673	1995	2	28	5771
920815	900243	900795	1995	3	29	6895
920818	4020	880610	1995	3	29	5820
920820	890213	900817	1995	2	28	7624
920831	860054	860017	1995	4	29	5555
920845	900235	880032	1995	3	28	5610
920859	4050	870042	1995	2	27	4878
920863	900243	861238	1995	3	28	5091
920866	900229	870290	1995	1	26	2931
930002	890213	841152	1995	2	25	6822
930003	900235	900873	1995	5	28	7577
930004	900229	850568	1995	5	28	6702
930026	900235	870898	1995	3	26	5880
930033	900243	860746	1995	3	26	6740
930036	900235	890783	1995	3	26	5230
930048	900243	900848	1995	3	26	7612
930052	900311	900750	1995	5	28	5381
930055	890213	870810	1995	2	25	6044
930059	900243	890867	1995	3	26	4658
930060	880210	900915	1995	2	25	4901
930063	890213	850163	1995	5	28	7900
930065	890213	2438	1995	3	26	6229
930070	880210	900916	1996	2	37	5004
930073	880210	840113	1995	4	27	4391
930075	880210	880049	1995	3	26	5678
930078	890213	910013	1995	5	28	5816
930080	880210	900853	1995	6	29	6282
930082	900243	910003	1995	3	26	5600
930083	890213	870711	1995	10	33	6950
930086	900243	900815	1995	3	25	5508
930094	890213	880911	1995	5	27	7108
930098	900311	900913	1995	4	26	6180
930107	900311	890689	1995	4	26	5009
930110	900311	851102	1995	6	28	5533
930114	900311	840570	1995	8	30	6280
930121	900311	861061	1995	6	28	6234
930147	900311	870468	1995	3	25	4944
930148	890213	890772	1995	9	31	6088
930163	890213	890721	1995	3	25	7488
930166	900311	890280	1995	7	29	5085
930171	880210	880794	1995	5	26	5643
930181	890848	900043	1995	4	25	7259
930192	900235	880701	1995	7	28	5664
930199	900235	890810	1995	6	27	4807
930214	900243	910035	1995	8	29	6042
930224	4020	860431	1995	5	26	5204
930226	4050	890939	1995	5	26	6260
930227	4020	860339	1995	8	29	7089
930230	4050	900126	1995	12	33	4725
930232	900229	890246	1995	5	26	6954
930234	900235	900095	1995	5	26	7654
930239	4050	870784	1995	6	27	7055
930250	4050	900466	1995	6	26	6054
930254	900229	900050	1995	6	26	6087
930265	4020	830374	1995	5	25	7557
930270	4020	870731	1995	5	25	6463
930271	4050	860125	1995	7	27	4525
930272	4050	860125	1995	9	29	4466
930275	4020	870910	1995	8	28	5534
930278	890213	880485	1995	6	26	5060
930287	4050	900856	1996	3	35	7503
930293	4050	870603	1995	6	26	4262
930295	900243	890143	1995	5	25	6556
930300	4020	840057	1995	5	25	6222
930302	900235	910175	1995	6	26	5447
930313	890213	890789	1995	6	26	5335
930324	900243	910122	1995	8	28	7996
930327	900235	910017	1995	7	27	5967
930329	890848	840976	1995	10	30	6486
930332	880210	910014	1995	7	27	6588
930335	4050	900030	1995	12	31	5667
930338	4050	880007	1995	6	25	6069
930340	4050	910117	1995	11	30	6394
930342	890213	900214	1995	8	27	7150
930346	880210	900328	1995	8	27	5879
930349	880210	910119	1995	7	26	6258
930355	900243	890113	1995	9	28	5737
930363	900229	870077	1995	8	27	5650
930367	900235	900826	1995	7	26	5675
930377	900235	910215	1995	7	26	6090
930384	900229	880818	1995	7	26	6449
930386	900229	880912	1995	7	26	6805
930391	4050	910191	1995	7	26	5942
930398	890848	890185	1995	7	26	6704
930409	890213	900047	1996	2	33	7043
930418	900243	900350	1995	7	25	5617
930420	880210	910276	1995	10	28	5840
930425	900243	900326	1995	9	27	6287
930438	880210	880070	1995	8	26	6550
930447	900229	910241	1995	8	26	6791
930451	4050	910288	1995	8	26	3958
930454	900229	890174	1995	8	26	6200
930456	900229	890528	1995	8	26	6469
930465	900243	890118	1995	7	25	5078
930473	890848	820419	1995	8	26	6932
930483	900235	910279	1996	2	32	6418
930488	890848	890425	1995	8	26	4692
930493	900235	910284	1995	8	26	7044
930505	880210	900490	1995	9	26	4555
930514	910274	910172	1996	1	30	6758
930518	910113	910187	1995	8	25	5142
930530	4167	890235	1995	9	26	6902
930538	4050	851163	1995	9	26	5898
930548	900235	900237	1995	10	27	6153
930554	4167	900031	1995	10	27	7246
930562	880210	861141	1995	9	26	6830
930573	4050	890944	1995	9	26	5722
930574	4020	890437	1995	8	25	7036
930578	900235	910280	1995	12	29	5850
930580	890213	910417	1995	8	25	7166
930582	4167	900324	1995	12	28	6883
930585	4167	910481	1996	1	29	6655
930586	900235	910483	1995	10	26	5650
930592	900235	910445	1995	11	27	6606
930596	4020	860327	1995	10	26	6057
930598	4167	880802	1995	10	26	6916
930600	900313	890461	1995	11	27	4305
930606	890213	900263	1995	12	28	6604
930608	890213	880857	1996	1	29	6784
930617	4167	910472	1995	11	27	5633
930618	4050	880045	1995	10	26	4588
930620	4020	890740	1995	10	26	7315
930621	4167	900222	1995	12	28	5610
930638	910274	910371	1995	12	28	3846
930639	4020	890362	1995	10	26	5823
930640	4167	880906	1996	1	29	6709
930648	910274	910444	1995	11	27	6283
930652	4167	870200	1995	10	26	4574
930659	4020	900492	1995	10	26	6474
930662	880210	890319	1995	12	28	6028
930663	910113	860097	1995	11	27	5807
930666	4167	910150	1996	4	31	7108
930669	4167	890337	1995	12	27	7199
930671	4020	890089	1995	11	26	5940
930675	890213	880192	1996	1	28	4812
930676	4050	851129	1995	10	25	6150
930680	4020	880898	1995	12	27	6324
930681	910274	890313	1996	4	31	6508
930683	4167	860207	1995	10	25	5587
930686	4167	910528	1995	10	25	5668
930687	4167	900599	1995	12	27	5591
930695	4020	910484	1996	1	28	7090
930697	910113	900667	1995	11	26	4970
930699	880210	870287	1995	11	26	6883
930700	890213	910195	1995	12	27	7617
930705	880210	870138	1995	10	25	5757
930710	880210	860643	1995	12	27	6518
930712	890213	900267	1996	2	29	6540
930713	4167	900602	1995	11	26	8040
930714	4167	910482	1996	5	32	7490
930723	4020	890745	1996	1	28	7092
930724	4167	880820	1995	12	27	6648
930726	3998	910595	1995	12	27	7366
930727	880210	900773	1995	12	27	6990
930730	4167	840897	1996	1	28	6272
930735	4020	850238	1995	11	26	6099
930736	4020	900725	1995	12	27	7218
930739	880210	910516	1995	11	26	5782
930742	880210	910617	1996	1	28	6877
930744	4020	840124	1996	1	28	7028
930746	910274	861294	1996	2	29	5171
930750	880210	910665	1996	1	27	6221
930758	4204	910301	1995	12	26	7869
930761	900311	860822	1995	12	26	6000
930762	3998	880653	1995	12	26	6351
930763	880210	910626	1996	1	27	4593
930765	4020	910585	1995	12	26	6175
930771	900311	900476	1995	12	26	4360
930776	4152	910598	1995	12	26	7248
930785	890848	880521	1996	3	29	6579
930788	3998	890563	1996	1	27	6607
930791	900313	900723	1996	1	27	5634
930797	900313	910603	1996	1	27	6106
930801	4152	890737	1996	1	27	5700
930811	4152	910708	1995	12	26	7095
930814	900313	890668	1996	1	27	6100
930815	900311	910610	1996	1	27	6426
930817	4152	900647	1996	1	27	6710
930820	4152	880032	1996	3	29	4881
930821	4020	900661	1996	1	27	6552
930823	4152	860017	1996	1	27	5230
930826	900313	890456	1995	12	26	4918
930827	890848	900873	1996	7	33	6050
930831	4050	900796	1996	2	27	7688
930832	910008	900543	1996	1	26	6334
930838	890848	900872	1996	2	27	7060
930839	890848	880610	1996	1	26	6065
930843	910274	910698	1996	1	26	4745
930847	890848	890814	1995	12	25	6033
930850	900311	910697	1995	12	25	6141
930856	900311	900571	1996	1	26	6245
930857	910008	890764	1996	4	29	5338
930862	910008	880777	1996	3	28	6075
930865	3998	900535	1996	2	27	8102
930866	900313	900780	1996	1	26	5285
930869	910008	870706	1996	2	27	6309
930870	4152	910671	1996	1	26	6065
930872	3998	910627	1996	8	33	7364
930874	900311	900657	1996	1	26	5141
930875	910008	880722	1996	1	26	5400
930878	900311	870740	1996	3	28	6014
930881	4152	910725	1996	7	32	6728
930886	900311	850170	1996	1	26	6645
930887	900311	870858	1996	2	27	4505
930888	4050	870830	1996	1	26	5689
930889	3998	900427	1996	2	27	5468
930891	900311	910755	1996	2	27	7388
930898	900313	900702	1996	2	27	6031
930900	900313	910751	1996	4	29	5939
930903	3998	890004	1996	2	27	7160
930904	4152	860523	1996	3	28	7002
930905	900311	900839	1996	1	26	5712
930907	910274	910789	1996	2	27	6804
930909	3998	870862	1996	2	27	6789
930911	890848	870711	1996	4	29	6038
930913	3998	840113	1996	1	26	7230
930914	4152	900883	1996	2	26	6325
930916	4050	880234	1996	4	28	5555
930920	900311	870930	1996	3	27	5334
940007	910008	890570	1996	3	26	5720
940008	880210	910736	1996	3	26	6822
940010	3998	870880	1996	5	28	6205
940012	4152	880231	1996	3	26	5091
940014	4050	890793	1996	2	25	6280
940018	910008	890724	1996	5	28	6491
940024	890848	900916	1996	3	26	5965
940025	4152	890013	1996	3	26	6870
940026	4050	900853	1996	3	26	5184
940028	900311	900771	1996	3	26	6177
940029	900313	900628	1996	3	26	5427
940034	900313	880555	1996	5	28	4607
940035	900313	900811	1996	4	27	6147
940036	4152	910804	1996	4	27	7415
940038	4050	910743	1996	3	26	5376
940039	4050	850799	1996	3	26	6326
940043	890848	870898	1996	3	26	5780
940045	910113	900925	1996	4	27	6687
940046	910008	910844	1996	2	25	6745
940048	910274	900784	1996	3	26	6111
940049	4050	890645	1996	4	27	6630
940052	3998	890721	1996	6	29	5484
940053	4050	870410	1996	2	25	7066
940055	4152	890656	1996	3	26	6113
940060	4050	850875	1996	4	27	7472
940064	4152	900855	1996	3	26	6905
940065	4167	870810	1996	4	27	6890
940066	880210	910258	1996	5	28	5292
940069	900313	920009	1996	4	27	5453
940071	3998	900762	1996	3	26	6511
940073	4204	890883	1996	3	26	5342
940077	4167	870290	1996	4	27	6728
940079	4050	840051	1996	3	26	5185
940080	900313	900933	1996	3	26	5648
940081	4050	860538	1996	3	26	5200
940085	4152	880865	1996	2	24	5430
940092	910113	900900	1996	3	25	4542
940101	4050	920016	1996	4	26	4585
940102	4050	870087	1996	4	26	4950
940105	4152	900105	1996	3	25	6070
940110	910113	880835	1996	3	25	6292
940111	910008	920015	1996	4	26	5788
940112	4050	890706	1996	4	26	6555
940114	4167	910848	1996	8	30	5349
940116	4204	900053	1996	3	25	6878
940118	4167	900884	1996	4	26	5858
940122	890848	890671	1996	3	25	4247
940123	4152	890810	1996	3	25	6656
940125	910008	910820	1996	5	27	3648
940129	4152	870849	1996	3	25	6015
940132	900313	890830	1996	4	26	4846
940133	4152	900028	1996	5	27	5675
940134	900311	850808	1996	5	27	4410
940143	3998	900466	1996	6	28	6164
940153	4050	870725	1996	5	27	5610
940155	910274	890886	1996	4	26	5639
940160	4050	910131	1996	7	29	5618
940162	4152	870024	1996	4	26	5123
940163	4204	910808	1996	5	27	5263
940165	4050	880779	1996	4	26	5650
940168	4050	910071	1996	4	25	5667
940172	4204	910829	1996	6	27	5763
940173	3998	890700	1996	5	26	6055
940193	4167	900928	1996	5	26	5971
940199	900311	900833	1996	6	27	4947
940201	4050	920039	1996	6	27	5236
940203	3998	890758	1996	5	26	7008
940204	3998	900100	1996	5	26	6222
940207	900313	910044	1996	6	27	4473
940210	4167	880486	1996	6	27	4495
940212	900313	890666	1997	2	35	5949
940217	900313	920102	1996	6	27	6250
940219	900311	851018	1996	6	27	5290
940222	900311	860063	1996	6	27	4536
940224	4050	890689	1996	6	27	6069
940225	910274	920066	1996	6	27	5954
940226	3998	920145	1996	5	26	6265
940231	900235	910638	1996	5	26	5878
940234	4050	880570	1996	8	29	5519
940238	900311	920030	1996	10	31	5451
940247	4152	910266	1996	5	26	5975
940257	900313	900134	1996	8	28	5808
940274	900313	910117	1996	7	27	6000
940277	910008	920170	1996	5	25	5268
940279	3998	900383	1996	10	30	7362
940281	4020	890425	1996	5	25	7477
940291	3998	870982	1996	6	26	6165
940299	4152	910272	1996	6	26	6263
940301	900313	900141	1996	7	27	5931
940302	910008	920033	1996	8	28	4563
940303	910008	920176	1996	7	27	7470
940306	900313	910185	1996	10	30	6482
940307	900313	910185	1996	7	27	7000
940308	4167	870396	1996	8	28	6835
940309	900313	920096	1996	7	27	6378
940311	4167	900214	1996	6	26	5223
940313	4050	920114	1996	6	26	5040
940315	4020	920022	1996	12	32	4891
940317	900313	920086	1996	6	26	4994
940319	4167	920156	1996	6	26	6891
940320	3998	910232	1996	6	26	5480
940325	4050	920071	1996	7	27	6425
940330	900229	920287	1996	8	28	5344
940337	4050	910340	1996	9	28	5976
940339	900183	900251	1996	6	25	6131
940341	3998	910236	1996	7	26	6040
940350	910008	880654	1996	7	26	4731
940352	900235	900122	1996	9	28	5310
940354	910008	850093	1996	7	26	5154
940356	900311	920165	1996	8	27	4528
940365	900183	920115	1996	7	26	4938
940370	910008	910118	1996	7	26	4581
940371	900235	890183	1996	8	27	5272
940374	900183	851039	1996	10	29	4998
940376	4204	910122	1996	9	28	7470
940383	910008	910391	1996	5	24	4956
940388	4204	920286	1996	9	28	5553
940392	900183	900328	1996	8	27	4278
940403	900311	870792	1996	12	31	4306
940413	900313	890049	1996	9	28	7314
940417	4204	920266	1996	12	30	7271
940421	900229	890118	1996	9	27	6179
940422	900235	890330	1996	10	28	6135
940433	900183	910294	1996	10	28	6727
940463	900235	890089	1996	11	29	6975
940464	900235	910244	1996	8	26	5914
940481	900235	920420	1996	10	28	4972
940493	900235	851035	1996	10	28	7588
940498	910008	880655	1997	1	31	7815
940500	910113	910434	1996	11	28	7469
940517	4167	920392	1997	3	32	6656
940526	900311	920399	1997	2	31	6359
940536	900235	920398	1996	11	28	5733
940548	900235	920412	1996	10	27	4356
940557	3978	920483	1996	11	28	7122
940569	4050	910661	1996	11	28	5418
940577	4167	920456	1997	5	34	6305
940578	4204	920479	1996	12	29	6598
940586	4167	890584	1996	12	28	5738
940590	4152	890737	1996	12	28	6376
940592	900311	900667	1996	11	27	6305
940597	910274	900723	1996	12	28	6977
940601	900235	870945	1997	1	29	4605
940602	4204	920443	1996	11	27	6016
940605	910008	920272	1996	12	28	4784
940609	3998	900312	1997	3	31	6712
940613	4167	920518	1997	6	34	5879
940616	4152	860431	1997	1	29	6855
940617	910274	880521	1996	12	28	6038
940622	4167	900561	1997	1	29	8392
940626	4050	910617	1996	12	28	6985
940631	900183	920600	1997	3	31	5355
940633	900311	900873	1997	2	30	5446
940634	900235	920544	1997	2	30	5838
940635	910008	890456	1997	1	29	7011
940638	4204	890655	1997	2	30	6973
940639	900311	910473	1997	3	31	7007
940645	900311	900585	1997	1	29	6507
940648	4050	880032	1997	1	29	5055
940649	4204	880842	1997	1	29	4618
940650	4167	920533	1997	1	29	6833
940654	900183	920618	1997	1	29	6008
940655	910008	880854	1997	2	30	6111
940660	3978	920537	1997	3	31	8525
940661	900235	890313	1997	1	29	6423
940664	4167	920565	1997	3	31	6308
940666	910008	900070	1996	12	27	5569
940667	3998	920587	1997	4	31	7056
940669	3978	890787	1997	5	32	6720
940675	910274	900324	1996	12	27	8317
940678	910113	910345	1997	1	28	5930
940682	910008	870146	1996	12	27	2230
940688	910008	900516	1997	4	31	7078
940690	4204	890323	1997	2	29	5996
940693	900235	910738	1997	2	29	6076
940697	910008	890779	1997	1	28	7589
940699	890848	910724	1997	3	30	6373
940702	4167	850238	1997	3	30	6734
940703	900311	910725	1997	5	32	4501
940706	4167	920402	1997	6	33	5411
940708	900235	920674	1997	1	28	7272
940713	4167	900647	1997	3	30	8670
940715	3978	900689	1996	12	27	6325
940718	890848	910719	1997	1	28	4979
940721	3978	920488	1997	3	30	6447
940722	3978	860001	1997	5	32	7253
940739	900311	900702	1997	2	29	6355
940741	4152	900511	1997	4	31	6493
940744	900313	920585	1997	1	28	6283
940746	900311	910150	1996	12	27	6827
940747	900313	920707	1997	1	28	7058
940749	900313	910810	1997	1	27	6930
940760	910020	890819	1997	1	27	6699
940761	900253	920554	1997	3	29	7118
940765	900311	880394	1997	3	29	6882
940768	910218	910672	1997	2	28	6530
940769	900313	910706	1997	3	29	6575
940770	920748	920662	1997	2	28	6663
940772	900183	920501	1997	5	31	6846
940774	910051	900780	1997	5	31	6164
940776	900313	920698	1996	9	23	5606
940778	900235	910774	1997	1	27	6621
940780	900235	880835	1997	4	30	5460
940782	900313	900916	1997	5	31	6516
940783	900235	900913	1997	2	28	7836
940785	900183	890656	1997	4	30	4720
940786	900313	920660	1997	2	28	7920
940788	910020	920673	1997	5	31	4536
940790	910218	900750	1997	4	30	6205
940796	900183	900771	1997	5	31	7435
940797	910218	920009	1997	4	30	6422
940800	900235	920761	1997	4	30	7454
940801	890848	860968	1997	3	29	6598
940802	900183	920235	1996	12	26	4566
950004	910218	890706	1997	4	27	7313
950005	901008	920866	1997	7	30	6753
950006	9120	890280	1997	5	28	6038
950007	900235	910765	1997	3	26	7729
950010	910274	870042	1997	5	28	6300
950019	900235	900785	1997	4	27	5258
950021	910218	900781	1997	4	27	6981
950022	900183	870762	1997	5	28	6910
950025	910218	890788	1997	4	27	6055
950039	900235	910570	1997	4	27	6404
950040	900235	910803	1997	3	26	6694
950044	910218	900815	1997	4	27	2958
950048	910051	910804	1997	5	28	6002
950056	900235	920859	1997	5	28	5926
950059	900235	890038	1997	5	28	6363
950061	910051	880309	1997	7	30	5254
