"Run_ID"	"Orig_ID"	"Tr"	"Solution"	"Inbreeding"
1199	900073	1	310.1812	0
1742	920537	1	309.54727	0
44	2403	1	309.22918	0
1275	900324	1	309.00216	0
1801	930004	1	308.64872	0
372	850875	1	304.61206	0
1099	890683	1	303.44924	0
19	1043	1	302.78397	0
466	860190	1	302.74196	0
1721	920475	1	302.6506	0
1152	890837	1	302.47125	0
1501	910236	1	301.65974	0
1782	920757	1	301.12455	0
1077	890596	1	300.99945	0
1595	910706	1	300.96689	0
1075	890584	1	300.966	0
1325	900535	1	300.95245	0
1732	920513	1	300.70402	0
1965	930811	1	299.4513	0
1139	890793	1	299.32097	0
1387	900799	1	298.90649	0
897	880851	1	297.70434	0
2028	940046	1	297.68035	0
1780	920748	1	296.31334	0
125	820419	1	295.26087	0
902	880858	1	295.08272	0
2129	940413	1	294.98145	0
1702	920398	1	294.46913	0
2132	940422	1	294.17796	0
956	890103	1	294.17295	0
625	870591	1	293.01689	0
1514	910276	1	292.95294	0
2216	940786	1	292.51939	0
1812	930065	1	292.43987	0
2017	940025	1	292.34559	0
1104	890698	1	292.08879	0
1865	930346	1	292.06848	0
2041	940077	1	291.8547	0
1383	900795	1	291.52325	0
1613	910765	1	288.70556	0
939	890049	1	288.33242	0
1656	920061	1	288.27907	0
1525	910332	1	288.24339	0
162	830310	1	287.93218	0
1658	920066	1	287.31681	0
2146	940577	1	285.98325	0
1888	930493	1	285.41541	0
510	860822	1	284.54021	0
301	850137	1	283.23075	0
1049	890466	1	283.13437	0
1033	890377	1	282.40512	0
1036	890391	1	282.23739	0
1174	890938	1	282.15054	0
724	880108	1	281.96738	0
1616	910785	1	281.8914	0
1846	930270	1	281.8024	0
1038	890409	1	281.77963	0
2149	940590	1	281.29556	0
178	830436	1	281.00511	0
1102	890689	1	280.87673	0
991	890223	1	280.2395	0
1882	930454	1	280.16758	0
2281	950239	1	280.14187	0
1073	890580	1	279.58309	0
1161	890883	1	278.05402	0
1944	930727	1	277.57107	0
2148	940586	1	276.7375	0
1679	920176	1	276.19025	0
1067	890558	1	275.9035	0
1765	920660	1	275.72333	0
2102	940307	1	275.64766	0
793	880359	1	275.46045	0
272	841045	1	274.60581	0
2155	940609	1	274.31438	0
2157	940616	1	274.18147	0
1129	890771	1	273.71641	0
1126	890760	1	273.3369	0
1068	890563	1	273.27328	0
2031	940052	1	272.92509	0
1601	910725	1	272.17452	0
1066	890551	1	271.83656	0
2100	940303	1	271.82312	0
847	880655	1	271.72307	0
1264	900288	1	271.51349	0
110	820279	1	270.81355	0
731	880122	1	269.75293	0
449	860071	1	269.62694	0
423	851151	1	269.35199	0
1439	910014	1	268.9766	0
1805	930048	1	267.9046	0
2165	940638	1	267.76492	0
2199	940746	1	267.63834	0
586	870277	1	267.47008	0
2073	940193	1	267.22211	0
2252	950099	1	267.00535	0
1164	890892	1	266.74346	0
1520	910301	1	266.18083	0
1401	900855	1	264.84029	0
31	1826	1	264.44755	0
1968	930817	1	263.28868	0
1856	930313	1	263.0069	0
800	880395	1	262.47346	0
2253	950103	1	262.30207	0
539	861291	1	262.19103	0
1731	920502	1	261.98971	0
1979	930847	1	261.64184	0
1507	910256	1	261.60124	0
1754	920587	1	260.71358	0
1418	900912	1	260.68687	0
1169	890921	1	258.87616	0
1254	900262	1	258.77063	0
1370	900752	1	256.87649	0
1010	890280	1	255.95787	0
472	860244	1	255.80642	0
1495	910217	1	255.70624	0
2265	950143	1	255.04311	0
1318	900516	1	254.86212	0
1157	890860	1	254.28908	0
1228	900179	1	253.19872	0
508	860806	1	253.0831	0
942	890060	1	252.71467	0
1563	910565	1	252.43034	0
487	860431	1	252.0311	0
1300	900446	1	251.93901	0
1550	910482	1	251.23334	0
1674	920145	1	251.20319	0
663	870868	1	249.81943	0
972	890146	1	249.73663	0
1701	920392	1	249.67123	0
920	880912	1	249.35061	0
728	880114	1	249.2164	0
1573	910608	1	248.62888	0
1381	900784	1	248.55298	0
1816	930078	1	247.17067	0
72	3438	1	245.54523	0
1182	900028	1	245.37539	0
1569	910595	1	245.16175	0
1406	900872	1	245.12109	0
43	2401	1	244.39445	0
1523	910308	1	244.05941	0
1621	910804	1	243.87054	0
494	860629	1	243.10867	0
1217	900130	1	242.83384	0
1355	900689	1	242.17641	0
2034	940060	1	242.0561	0
1945	930730	1	241.873	0
1610	910760	1	241.5087	0
1589	910677	1	241.38802	0
1314	900502	1	241.17718	0
1241	900227	1	241.10338	0
1756	920611	1	240.87403	0
179	830445	1	239.69328	0
2001	930904	1	239.55408	0
776	880295	1	239.11874	0
2003	930907	1	238.78526	0
1791	920815	1	238.10504	0
780	880307	1	237.71468	0
1457	910077	1	237.25886	0
1050	890468	1	236.28186	0
500	860708	1	236.22838	0
1149	890828	1	236.13482	0
781	880308	1	233.59869	0
2090	940247	1	231.83716	0
606	870440	1	231.57806	0
290	850031	1	231.25776	0
1051	890469	1	231.20823	0
1957	930765	1	230.93362	0
424	851163	1	230.66193	0
1107	890705	1	229.09612	0
1772	920694	1	228.8086	0
2138	940498	1	228.21971	0
206	840124	1	225.47306	0
1477	910145	1	225.41737	0
1292	900415	1	224.19588	0
1391	900811	1	224.13805	0
1942	930724	1	224.03287	0
2	54	1	223.9964	0
122	820382	1	223.0304	0
1499	910232	1	221.7318	0
1730	920501	1	219.76507	0
1905	930596	1	219.53229	0
1723	920479	1	219.05326	0
2097	940299	1	218.34913	0
992	890229	1	218.22987	0
504	860780	1	218.22636	0
976	890160	1	217.33323	0
1369	900750	1	216.766	0
411	851093	1	216.53993	0
1736	920520	1	216.39249	0
1970	930821	1	215.84661	0
884	880818	1	215.7897	0
1973	930827	1	215.67456	0
277	841079	1	215.23415	0
2134	940463	1	214.34344	0
237	840573	1	214.09327	0
1072	890570	1	213.81627	0
2131	940421	1	213.52655	0
675	870910	1	213.49045	0
63	3144	1	211.73743	0
929	890012	1	211.73229	0
2203	940761	1	211.71553	0
1069	890564	1	210.57616	0
636	870706	1	209.79608	0
2219	940796	1	209.75642	0
1716	920451	1	209.44884	0
215	840270	1	208.63845	0
1046	890456	1	208.44275	0
1717	920456	1	208.35949	0
570	870199	1	208.34725	0
73	3481	1	207.7585	0
2262	950138	1	207.2846	0
1733	920515	1	207.25688	0
2233	950039	1	207.06468	0
381	850941	1	207.01785	0
1089	890656	1	206.95965	0
567	870181	1	206.64633	0
530	861221	1	206.29841	0
1737	920521	1	206.18971	0
1941	930723	1	206.16186	0
993	890230	1	205.9596	0
758	880210	1	204.62806	0
1536	910388	1	204.42795	0
1329	900555	1	203.78591	0
895	880846	1	203.70041	0
708	880062	1	203.59367	0
1585	910664	1	203.14745	0
1977	930839	1	202.34906	0
1878	930425	1	200.93915	0
1475	910135	1	200.47054	0
735	880136	1	199.93755	0
693	880020	1	198.53916	0
1722	920476	1	198.3565	0
1937	930710	1	198.28977	0
1429	900938	1	197.46297	0
1974	930831	1	197.27145	0
1927	930680	1	196.86636	0
2085	940225	1	196.86397	0
1877	930420	1	196.36633	0
876	880779	1	196.20472	0
391	851025	1	195.7793	0
123	820395	1	195.74963	0
1817	930080	1	194.6588	0
28	1726	1	193.79555	0
756	880202	1	193.64792	0
1850	930278	1	193.23552	0
2057	940123	1	192.81627	0
98	820172	1	192.5737	0
979	890183	1	191.98001	0
516	860919	1	191.0236	0
2011	940008	1	190.77272	0
1460	910100	1	190.17273	0
1053	890486	1	189.98694	0
1425	900925	1	189.91702	0
1859	930329	1	189.82116	0
2200	940747	1	189.63698	0
1354	900687	1	189.21601	0
1356	900700	1	189.18559	0
1849	930275	1	189.09176	0
501	860746	1	188.81862	0
1649	920022	1	188.30947	0
691	880017	1	187.85224	0
1471	910127	1	187.75651	0
45	2428	1	187.59747	0
2005	930911	1	187.29762	0
1997	930891	1	186.67687	0
256	840838	1	186.60275	0
2201	940749	1	185.85565	0
155	830241	1	185.81474	0
1384	900796	1	185.44146	0
1118	890740	1	185.24621	0
1747	920548	1	185.21096	0
930	890013	1	184.53295	0
970	890144	1	184.40741	0
1245	900237	1	184.12239	0
1444	910022	1	183.09689	0
229	840517	1	181.70815	0
2244	950075	1	181.37445	0
204	840104	1	181.21648	0
638	870715	1	181.0511	0
135	830038	1	180.81977	0
1175	890939	1	180.66178	0
1949	930742	1	179.54622	0
1608	910751	1	179.10069	0
650	870790	1	178.54778	0
1003	890258	1	177.90419	0
2040	940073	1	177.81781	0
531	861231	1	177.52051	0
242	840654	1	176.57562	0
892	880836	1	176.38973	0
1626	910819	1	175.23945	0
306	850163	1	174.74656	0
1155	890849	1	174.59388	0
538	861279	1	174.49824	0
129	830010	1	174.3882	0
335	850524	1	174.37071	0
1257	900265	1	174.16905	0
1436	910010	1	173.42516	0
666	870877	1	173.33029	0
1039	890425	1	173.26466	0
1537	910391	1	173.21139	0
455	860088	1	173.1361	0
307	850170	1	172.77729	0
918	880910	1	172.24113	0
1456	910071	1	172.10856	0
1556	910516	1	171.51619	0
84	4152	1	171.12437	0
1472	910128	1	170.95228	0
1280	900350	1	170.31554	0
1854	930300	1	170.2471	0
1316	900510	1	169.59653	0
292	850048	1	169.33399	0
235	840567	1	169.26821	0
2230	950021	1	168.87227	0
2101	940306	1	168.87096	0
1492	910198	1	167.69769	0
1183	900030	1	167.37212	0
2007	930914	1	167.05338	0
1045	890455	1	166.00174	0
1768	920673	1	165.98983	0
1964	930801	1	165.87421	0
2194	940721	1	165.60655	0
1777	920718	1	165.58988	0
1685	920266	1	165.32552	0
603	870410	1	165.19298	0
1617	910789	1	164.79934	0
1171	890932	1	164.17407	0
322	850328	1	162.96195	0
234	840558	1	162.61668	0
977	890174	1	161.28377	0
70	3331	1	161.24315	0
1393	900817	1	160.83377	0
2033	940055	1	160.70937	0
618	870543	1	159.47897	0
151	830211	1	159.31511	0
1504	910246	1	159.18853	0
329	850428	1	158.9289	0
187	830496	1	158.6285	0
1853	930295	1	157.6284	0
1930	930686	1	157.48712	0
428	851179	1	157.48296	0
1904	930592	1	157.26329	0
2270	950159	1	156.5202	0
1193	900056	1	156.3774	0
566	870166	1	155.99828	0
1894	930548	1	155.88061	0
649	870784	1	155.65363	0
1437	910012	1	155.45146	0
1604	910738	1	155.39278	0
524	861105	1	155.14918	0
1519	910294	1	155.12991	0
1924	930671	1	154.24008	0
77	3970	1	153.83944	0
1489	910191	1	153.67831	0
894	880844	1	152.32896	0
274	841062	1	150.54619	0
1960	930785	1	150.24612	0
352	850768	1	150.21464	0
796	880381	1	149.90139	0
356	850790	1	148.28254	0
2029	940048	1	147.0026	0
460	860130	1	146.7044	0
646	870762	1	146.40536	0
355	850779	1	146.402	0
1612	910764	1	146.21913	0
336	850525	1	146.08646	0
526	861141	1	145.79671	0
845	880653	1	145.40687	0
1132	890783	1	145.25133	0
499	860701	1	144.60604	0
1168	890914	1	144.37276	0
722	880102	1	143.69506	0
2248	950091	1	143.6042	0
1580	910638	1	143.1467	0
1928	930681	1	142.83441	0
1952	930750	1	142.72127	0
1544	910456	1	142.6433	0
1466	910117	1	142.19051	0
1503	910244	1	141.44244	0
1085	890645	1	141.34216	0
1427	900932	1	141.22712	0
1331	900561	1	140.37637	0
587	870279	1	140.34618	0
2071	940172	1	140.23654	0
89	780004	1	140.18698	0
503	860779	1	139.99975	0
2185	940697	1	139.93148	0
1266	900297	1	139.05008	0
427	851177	1	138.63169	0
1533	910375	1	138.3813	0
1151	890833	1	138.00618	0
2105	940311	1	137.93167	0
770	880251	1	137.58701	0
598	870396	1	137.40368	0
2255	950106	1	137.12242	0
453	860084	1	136.009	0
674	870903	1	135.93843	0
1696	920318	1	135.69676	0
2055	940118	1	135.63983	0
604	870419	1	135.60991	0
543	870008	1	135.4694	0
1792	920818	1	133.71411	0
1131	890779	1	133.28539	0
1054	890489	1	133.18227	0
1348	900647	1	133.12937	0
167	830360	1	133.10629	0
2027	940045	1	132.55459	0
1529	910359	1	132.14928	0
718	880094	1	131.5681	0
26	1717	1	131.41346	0
1239	900221	1	131.41057	0
980	890185	1	130.73216	0
174	830418	1	130.59463	0
1996	930889	1	130.2362	0
1528	910345	1	130.08008	0
1070	890565	1	129.85764	0
1751	920567	1	129.64032	0
364	850849	1	129.59649	0
2197	940741	1	129.33064	0
2061	940133	1	127.91197	0
1	36	1	127.77807	0
798	880385	1	127.04028	0
737	880142	1	126.85821	0
1061	890528	1	126.6342	0
1320	900525	1	126.32446	0
2068	940163	1	126.27353	0
959	890112	1	125.89184	0
1340	900605	1	125.44682	0
1163	890886	1	125.08718	0
1836	930224	1	124.00404	0
1411	900883	1	123.97154	0
552	870065	1	123.76007	0
486	860398	1	123.67972	0
1666	920096	1	123.59477	0
414	851107	1	123.48729	0
2183	940690	1	123.44829	0
2016	940024	1	123.22437	0
207	840126	1	123.10284	0
605	870433	1	123.09613	0
574	870216	1	123.08599	0
1555	910513	1	122.93193	0
686	880007	1	122.87539	0
1407	900873	1	122.79901	0
969	890143	1	122.75877	0
1186	900038	1	122.55041	0
58	2912	1	121.54475	0
349	850707	1	120.78752	0
116	820312	1	120.21807	0
581	870249	1	119.89902	0
568	870182	1	119.2766	0
14	614	1	119.2717	0
1063	890543	1	119.06414	0
236	840570	1	118.8225	0
1842	930239	1	118.63682	0
1101	890688	1	118.40189	0
484	860358	1	118.37822	0
1803	930033	1	118.03348	0
106	820236	1	117.70203	0
1611	910761	1	117.52869	0
1707	920410	1	116.74477	0
1728	920494	1	116.46679	0
1700	920381	1	116.3327	0
2135	940464	1	116.09109	0
197	840046	1	115.79972	0
1567	910585	1	115.59262	0
113	820303	1	115.54265	0
1512	910272	1	115.50961	0
1195	900065	1	115.27199	0
1022	890332	1	115.04169	0
768	880247	1	115.035	0
836	880612	1	114.99676	0
1757	920612	1	114.9831	0
2156	940613	1	114.76285	0
2114	940339	1	114.42061	0
121	820367	1	112.24605	0
156	830251	1	111.58964	0
1868	930363	1	111.04867	0
834	880610	1	111.04321	0
593	870326	1	110.5866	0
1352	900667	1	110.50317	0
150	830187	1	110.05541	0
214	840265	1	110.00494	0
39	2287	1	109.68308	0
361	850824	1	109.5471	0
368	850862	1	109.38328	0
1426	900928	1	108.81587	0
1167	890909	1	108.32447	0
165	830348	1	107.49382	0
551	870064	1	106.65547	0
1623	910808	1	106.4013	0
56	2820	1	106.39535	0
1250	900253	1	105.85776	0
1748	920554	1	105.85776	0
203	840083	1	104.32766	0
1571	910600	1	104.06772	0
622	870570	1	103.26956	0
421	851131	1	103.22792	0
34	2048	1	102.5919	0
641	870725	1	102.31413	0
584	870265	1	101.47384	0
1579	910627	1	101.41946	0
1948	930739	1	101.28173	0
2049	940105	1	101.12645	0
164	830339	1	100.73547	0
313	850214	1	100.46514	0
287	841162	1	100.0426	0
2052	940112	1	99.988075	0
276	841066	1	99.951487	0
201	840070	1	99.821937	0
947	890080	1	98.926994	0
1870	930377	1	98.492896	0
1448	910035	1	98.485211	0
394	851032	1	98.403217	0
1379	900781	1	97.269082	0
2059	940129	1	96.782414	0
1513	910274	1	96.769243	0
648	870768	1	96.48021	0
1048	890465	1	96.407863	0
464	860143	1	96.369146	0
2182	940688	1	96.147148	0
2091	940257	1	95.93826	0
1422	900917	1	95.664782	0
1762	920629	1	95.364935	0
217	840362	1	95.261338	0
305	850158	1	95.086136	0
682	870954	1	94.845101	0
1476	910143	1	93.453768	0
1572	910603	1	93.10707	0
373	850877	1	92.810365	0
2133	940433	1	92.625241	0
1263	900286	1	92.59175	0
171	830390	1	92.281426	0
2142	940536	1	92.040781	0
138	830057	1	91.79274	0
1034	890381	1	91.569799	0
1465	910116	1	91.482298	0
546	870034	1	91.373442	0
738	880144	1	90.824712	0
1596	910708	1	90.507242	0
659	870857	1	90.292599	0
252	840795	1	89.975526	0
140	830069	1	89.768865	0
376	850893	1	89.707419	0
2225	950005	1	89.644188	0
177	830427	1	89.442085	0
2053	940114	1	89.393118	0
523	861074	1	89.353467	0
1095	890671	1	88.991903	0
2187	940702	1	88.987654	0
714	880078	1	88.870612	0
1196	900069	1	88.506817	0
338	850568	1	88.486464	0
1487	910187	1	88.403366	0
1172	890935	1	88.254716	0
30	1772	1	88.199855	0
1191	900051	1	88.113334	0
928	890008	1	87.959512	0
194	840017	1	87.727988	0
607	870464	1	87.270089	0
429	851186	1	87.163276	0
612	870515	1	86.532516	0
654	870810	1	85.973871	0
141	830072	1	85.780298	0
1112	890721	1	85.680266	0
1274	900319	1	85.395186	0
658	870849	1	85.330957	0
1202	900084	1	84.938341	0
440	860041	1	84.719056	0
1030	890359	1	84.688749	0
144	830126	1	84.439403	0
1542	910445	1	84.110031	0
637	870711	1	83.71984	0
29	1731	1	83.477915	0
2087	940231	1	83.405835	0
554	870087	1	83.306839	0
404	851068	1	83.131385	0
1866	930349	1	82.590392	0
699	880036	1	82.385525	0
23	1244	1	82.296987	0
1346	900636	1	81.661926	0
1669	920108	1	81.22786	0
496	860643	1	81.139036	0
2032	940053	1	80.862658	0
896	880850	1	80.580385	0
1296	900433	1	80.35025	0
797	880384	1	79.649202	0
623	870581	1	79.435792	0
240	840631	1	79.378993	0
1651	920030	1	79.326931	0
357	850799	1	79.032807	0
1400	900853	1	78.552401	0
1062	890532	1	78.496886	0
904	880863	1	78.453812	0
1517	910284	1	78.234793	0
1510	910269	1	77.448623	0
6	318	1	76.955638	0
1324	900534	1	76.737616	0
255	840835	1	76.653137	0
922	880934	1	76.61052	0
744	880158	1	76.45656	0
1743	920539	1	76.143128	0
408	851082	1	75.650528	0
253	840797	1	75.555308	0
97	820162	1	74.9052	0
1094	890668	1	74.850697	0
597	870343	1	74.646237	0
247	840687	1	74.325322	0
245	840681	1	74.156035	0
1910	930617	1	74.097446	0
938	890047	1	73.35586	0
573	870214	1	72.19345	0
1564	910568	1	72.148276	0
308	850192	1	72.044479	0
1987	930870	1	70.986831	0
1209	900105	1	70.876714	0
1502	910241	1	70.520697	0
205	840113	1	70.076751	0
493	860614	1	69.918613	0
1664	920087	1	69.716685	0
591	870307	1	69.557291	0
743	880157	1	69.556836	0
1309	900488	1	69.383822	0
1138	890792	1	69.212808	0
1659	920071	1	69.072621	0
565	870154	1	69.040988	0
1936	930705	1	69.017713	0
1654	920052	1	68.976014	0
1549	910481	1	68.76318	0
1770	920678	1	68.473065	0
1060	890525	1	68.406233	0
1137	890789	1	68.139459	0
4	126	1	67.928759	0
465	860180	1	67.806844	0
1443	910021	1	67.725532	0
1308	900477	1	67.431638	0
1886	930483	1	67.369195	0
109	820278	1	66.878772	0
495	860637	1	65.763108	0
1534	910378	1	65.693912	0
103	820214	1	65.262115	0
157	830259	1	65.251504	0
2104	940309	1	64.326557	0
1835	930214	1	64.307419	0
1858	930327	1	64.046781	0
1208	900100	1	63.82492	0
634	870663	1	63.476734	0
2218	940790	1	62.798329	0
1494	910215	1	62.742866	0
1244	900235	1	62.196484	0
1024	890336	1	62.013737	0
398	851042	1	61.765251	0
186	830476	1	61.474261	0
1224	900162	1	61.178367	0
1361	900719	1	60.585692	0
