"Run_ID"	"Orig_ID"	"Tr"	"Solution"	"Inbreeding"
1376	900773	1	60.287037	0
506	860783	1	60.199672	0
90	820044	1	59.884209	0
2164	940635	1	59.571516	0
585	870268	1	59.410856	0
160	830272	1	59.354462	0
829	880582	1	59.010996	0
1237	900214	1	58.537437	0
520	861061	1	58.435063	0
350	850713	1	58.240264	0
1225	900165	1	58.005904	0
450	860078	1	57.899956	0
142	830077	1	57.706421	0
661	870862	1	57.492191	0
365	850850	1	57.133561	0
1440	910015	1	57.039281	0
858	880706	1	56.823087	0
288	841181	1	56.422663	0
2268	950154	1	56.185041	0
293	850072	1	55.711311	0
642	870731	1	55.199727	0
467	860193	1	54.788976	0
1739	920532	1	53.947592	0
629	870629	1	53.875276	0
1366	900742	1	52.831657	0
264	840928	1	51.753471	0
127	820494	1	51.661858	0
433	860015	1	51.279217	0
505	860781	1	50.875677	0
369	850864	1	50.607301	0
462	860141	1	50.394443	0
2174	940661	1	50.32084	0
2208	940772	1	50.139885	0
1913	930621	1	49.417879	0
1204	900091	1	49.282941	0
1317	900511	1	48.702182	0
2206	940769	1	48.518577	0
655	870813	1	48.19644	0
114	820307	1	47.861734	0
2226	950006	1	47.13639	0
545	870024	1	46.99508	0
512	860874	1	46.967295	0
577	870227	1	46.904348	0
202	840079	1	46.661163	0
1740	920533	1	46.517913	0
590	870301	1	46.345818	0
2065	940155	1	46.125671	0
651	870792	1	45.984332	0
667	870880	1	45.700586	0
1806	930050	1	45.33994	0
2234	950040	1	45.333737	0
302	850145	1	45.224025	0
163	830318	1	45.153101	0
2126	940388	1	44.96853	0
908	880876	1	44.456888	0
1124	890757	1	43.890531	0
225	840460	1	43.872212	0
522	861067	1	43.760446	0
1441	910017	1	43.377182	0
1481	910170	1	43.001909	0
463	860142	1	42.980625	0
1301	900450	1	42.323023	0
2231	950022	1	42.265622	0
2245	950086	1	42.170996	0
1574	910610	1	41.807455	0
64	3232	1	41.766337	0
1064	890547	1	41.411862	0
117	820328	1	41.347545	0
261	840895	1	40.8049	0
8	330	1	39.824601	0
291	850042	1	39.824601	0
479	860327	1	39.483457	0
132	830014	1	39.474529	0
2022	940035	1	39.271834	0
1698	920323	1	39.042107	0
1554	910504	1	39.017964	0
2066	940160	1	38.795235	0
1926	930676	1	38.611632	0
112	820299	1	37.388752	0
664	870871	1	37.190987	0
416	851113	1	36.455351	0
672	870895	1	36.341039	0
989	890214	1	36.093881	0
950	890089	1	36.06676	0
569	870190	1	35.664001	0
298	850108	1	35.563278	0
1424	900920	1	35.328961	0
694	880023	1	35.306684	0
1776	920715	1	35.106607	0
65	3247	1	34.801125	0
630	870637	1	34.606658	0
18	1024	1	34.489533	0
400	851045	1	34.396353	0
560	870135	1	34.353555	0
1130	890772	1	33.824382	0
1345	900628	1	33.740448	0
471	860224	1	32.330723	0
224	840458	1	32.280764	0
1328	900545	1	31.879979	0
827	880570	1	31.862389	0
595	870335	1	31.858425	0
1678	920173	1	31.696798	0
864	880724	1	31.286102	0
13	563	1	30.817296	0
719	880096	1	30.529821	0
474	860250	1	30.259906	0
1763	920640	1	30.202484	0
2280	950210	1	30.12063	0
60	2979	1	29.700264	0
1657	920064	1	29.513422	0
919	880911	1	29.371643	0
289	850013	1	29.281059	0
457	860103	1	29.091213	0
619	870544	1	28.880492	0
382	850945	1	28.791431	0
1140	890810	1	28.429397	0
1368	900746	1	28.328834	0
1586	910665	1	26.810273	0
1921	930663	1	26.49847	0
1876	930418	1	25.842242	0
1706	920406	1	25.586817	0
2171	940654	1	25.044261	0
1655	920060	1	24.96088	0
1758	920614	1	24.618357	0
1421	900916	1	24.51272	0
558	870120	1	24.271722	0
271	841027	1	23.602277	0
137	830056	1	23.583612	0
340	850628	1	23.397815	0
1043	890452	1	23.296738	0
518	860962	1	22.832721	0
1628	910826	1	22.695171	0
1416	900900	1	22.374481	0
511	860839	1	22.373857	0
814	880485	1	22.355954	0
1256	900264	1	22.025794	0
1645	920015	1	21.631332	0
1261	900280	1	21.571746	0
1111	890719	1	21.556026	0
1636	910847	1	21.184536	0
2112	940330	1	21.149868	0
2184	940693	1	21.046731	0
680	870946	1	20.933904	0
711	880071	1	20.8879	0
431	860004	1	20.206571	0
1216	900127	1	20.16797	0
385	850982	1	19.667819	0
1962	930791	1	19.140263	0
2030	940049	1	19.030975	0
1561	910549	1	18.980897	0
631	870647	1	18.969747	0
2026	940043	1	18.886586	0
91	820051	1	18.803648	0
1591	910683	1	18.484956	0
766	880243	1	18.393958	0
161	830283	1	18.347553	0
1917	930648	1	18.317699	0
75	3697	1	18.08476	0
579	870237	1	16.953083	0
124	820414	1	16.735245	0
1176	890944	1	16.53616	0
2107	940315	1	16.344632	0
537	861272	1	16.225834	0
1818	930082	1	15.862516	0
363	850845	1	15.717128	0
1283	900380	1	15.698365	0
684	870982	1	15.339129	0
366	850853	1	15.175053	0
1188	900046	1	15.153114	0
170	830385	1	15.132621	0
374	850878	1	15.06042	0
195	840026	1	14.976705	0
2222	940801	1	14.934284	0
1925	930675	1	14.734834	0
715	880079	1	14.324601	0
652	870796	1	13.855426	0
712	880074	1	13.773123	0
2122	940371	1	13.589084	0
614	870519	1	13.528712	0
1158	890867	1	13.482235	0
527	861174	1	13.168136	0
1386	900798	1	12.913542	0
196	840032	1	12.698992	0
67	3273	1	12.518081	0
490	860523	1	12.397672	0
647	870766	1	12.2777	0
1653	920039	1	11.595029	0
1018	890323	1	11.426667	0
152	830215	1	11.07746	0
572	870204	1	10.887476	0
1058	890523	1	10.805129	0
1399	900848	1	10.773665	0
36	2205	1	10.752926	0
310	850204	1	10.672616	0
304	850157	1	10.607274	0
1491	910195	1	10.60311	0
294	850077	1	10.595738	0
624	870584	1	10.490388	0
1530	910360	1	10.421361	0
700	880040	1	10.297052	0
953	890099	1	10.134156	0
1303	900461	1	9.206093	0
263	840920	1	8.9220715	0
477	860304	1	8.915363	0
1016	890313	1	8.3267648	0
488	860464	1	8.3034854	0
695	880024	1	7.3516877	0
2256	950107	1	7.1901403	0
1551	910483	1	7.0568051	0
721	880101	1	6.9353108	0
639	870718	1	6.827671	0
1745	920545	1	6.2363785	0
553	870077	1	6.1229782	0
954	890100	1	5.3286271	0
259	840864	1	4.6852239	0
690	880016	1	4.571063	0
1714	920448	1	4.4212985	0
957	890107	1	4.1633708	0
962	890118	1	3.968531	0
1446	910025	1	3.5024817	0
1198	900071	1	3.4326549	0
191	840009	1	3.1936464	0
1749	920563	1	2.0964984	0
2267	950152	1	2.0754444	0
615	870522	1	2.0557125	0
333	850502	1	2.0031917	0
222	840423	1	1.66024	0
2092	940274	1	1.6062353	0
1946	930735	1	1.5261526	0
2084	940224	1	1.3311831	0
1103	890691	1	0.84726842	0
1516	910280	1	0.81855813	0
1526	910339	1	0.78692804	0
392	851027	1	0.62015135	0
917	880906	1	0.46354554	0
38	2283	1	0.14000369	0
1773	920698	1	0.087594169	0
2113	940337	1	0.059058955	0
1322	900529	1	-0.15097367	0
2189	940706	1	-0.66169121	0
345	850686	1	-0.93619611	0
813	880475	1	-0.97279099	0
380	850933	1	-1.1211679	0
184	830465	1	-1.2895564	0
921	880916	1	-1.3368997	0
853	880679	1	-1.3624878	0
454	860087	1	-1.7219105	0
660	870858	1	-2.0955251	0
136	830051	1	-2.4003256	0
1279	900338	1	-2.6155702	0
1212	900114	1	-3.7510147	0
1515	910279	1	-4.1347369	0
1887	930488	1	-4.6279474	0
775	880287	1	-5.1192827	0
515	860916	1	-5.3239437	0
388	850999	1	-5.5591255	0
1903	930586	1	-6.0306163	0
657	870830	1	-6.1848681	0
621	870566	1	-6.8082813	0
1269	900304	1	-6.8110934	0
119	820345	1	-7.4123831	0
22	1149	1	-7.623797	0
2238	950059	1	-7.997883	0
534	861239	1	-8.1281545	0
405	851070	1	-8.2334321	0
750	880186	1	-9.0084397	0
561	870138	1	-9.2164721	0
857	880701	1	-9.2634592	0
2166	940639	1	-9.3906513	0
377	850903	1	-9.4642286	0
1023	890335	1	-10.365823	0
2014	940014	1	-10.700926	0
811	880472	1	-10.710812	0
1359	900704	1	-10.806955	0
1398	900844	1	-11.117055	0
1011	890284	1	-11.723188	0
1929	930683	1	-12.040849	0
1364	900725	1	-12.323008	0
507	860794	1	-12.352412	0
729	880115	1	-12.356345	0
779	880304	1	-12.582581	0
1597	910711	1	-12.73348	0
645	870755	1	-12.813896	0
260	840871	1	-13.297805	0
732	880124	1	-13.657842	0
559	870129	1	-13.840163	0
426	851173	1	-13.991725	0
1463	910107	1	-14.105717	0
410	851085	1	-14.317142	0
254	840811	1	-14.347197	0
891	880835	1	-14.43969	0
1920	930662	1	-14.555598	0
964	890127	1	-14.682126	0
514	860911	1	-14.929888	0
580	870248	1	-15.283911	0
1259	900273	1	-15.366134	0
96	820153	1	-15.665123	0
601	870402	1	-15.782737	0
131	830012	1	-16.469797	0
759	880230	1	-16.594396	0
1265	900296	1	-16.648287	0
2220	940797	1	-16.807832	0
422	851147	1	-16.874266	0
323	850343	1	-16.921578	0
1248	900243	1	-17.117956	0
1833	930192	1	-17.30396	0
1869	930367	1	-17.364879	0
2236	950048	1	-17.466591	0
945	890074	1	-17.47732	0
147	830166	1	-17.584442	0
303	850152	1	-18.22342	0
1146	890819	1	-18.319684	0
550	870057	1	-18.370854	0
407	851076	1	-18.753544	0
676	870928	1	-19.415313	0
230	840520	1	-19.549223	0
1134	890785	1	-19.75356	0
149	830184	1	-19.761162	0
608	870468	1	-20.186492	0
2141	940526	1	-20.552136	0
2211	940778	1	-21.250284	0
2247	950089	1	-21.913484	0
341	850633	1	-22.0288	0
409	851083	1	-22.373218	0
413	851103	1	-22.782836	0
2158	940617	1	-22.831742	0
1221	900141	1	-22.916858	0
390	851018	1	-23.013647	0
2228	950010	1	-23.069333	0
69	3321	1	-23.191205	0
492	860544	1	-23.350437	0
517	860955	1	-23.602088	0
1899	930578	1	-23.643983	0
210	840194	1	-23.64868	0
771	880252	1	-23.731449	0
443	860054	1	-23.983365	0
2260	950133	1	-24.030594	0
481	860331	1	-24.218839	0
173	830403	1	-24.240932	0
792	880355	1	-24.641783	0
226	840474	1	-24.658032	0
576	870221	1	-24.687267	0
1999	930900	1	-24.790451	0
54	2781	1	-25.251023	0
2111	940325	1	-25.480557	0
46	2438	1	-25.490258	0
557	870106	1	-25.681678	0
665	870873	1	-25.951249	0
1581	910641	1	-26.10522	0
1330	900559	1	-26.170729	0
1084	890631	1	-26.265965	0
1724	920483	1	-26.275231	0
371	850873	1	-27.002074	0
914	880898	1	-27.106201	0
1096	890675	1	-27.135536	0
1779	920731	1	-27.290494	0
241	840649	1	-27.515324	0
478	860314	1	-27.564	0
134	830022	1	-27.88469	0
32	1971	1	-27.978951	0
1000	890252	1	-28.304177	0
632	870657	1	-28.560248	0
1545	910463	1	-28.708464	0
339	850575	1	-28.923756	0
653	870799	1	-29.034239	0
71	3355	1	-29.085165	0
393	851029	1	-29.288627	0
1662	920085	1	-29.329955	0
2279	950200	1	-29.470619	0
1004	890261	1	-29.663891	0
68	3298	1	-29.735929	0
1367	900744	1	-30.311468	0
419	851127	1	-30.398843	0
76	3841	1	-30.527163	0
139	830066	1	-30.544666	0
1986	930869	1	-30.557687	0
610	870485	1	-31.471662	0
536	861256	1	-31.596693	0
1307	900476	1	-31.704092	0
166	830351	1	-31.941784	0
412	851102	1	-31.946637	0
833	880607	1	-32.064425	0
613	870517	1	-32.099726	0
40	2291	1	-32.21555	0
1093	890666	1	-32.30362	0
1394	900826	1	-32.308747	0
362	850839	1	-32.697723	0
1091	890663	1	-32.792705	0
1963	930797	1	-33.520692	0
1267	900299	1	-33.527294	0
185	830469	1	-34.294466	0
15	731	1	-34.400436	0
130	830011	1	-34.577891	0
810	880466	1	-34.610571	0
325	850352	1	-35.723739	0
881	880802	1	-35.852587	0
358	850808	1	-36.399567	0
1496	910218	1	-36.813674	0
1543	910451	1	-36.840012	0
1599	910719	1	-36.864869	0
1639	920001	1	-37.259157	0
437	860031	1	-37.389209	0
723	880104	1	-37.510033	0
99	820179	1	-37.583145	0
108	820269	1	-37.853041	0
485	860391	1	-37.929426	0
1312	900496	1	-38.580163	0
1113	890722	1	-38.832345	0
599	870399	1	-39.050603	0
689	880014	1	-39.556327	0
502	860762	1	-40.548562	0
635	870675	1	-40.718329	0
2176	940666	1	-40.761141	0
1332	900566	1	-40.84265	0
37	2269	1	-40.901933	0
1726	920488	1	-41.01302	0
726	880110	1	-41.195188	0
102	820205	1	-41.229556	0
656	870828	1	-41.776795	0
556	870101	1	-41.938494	0
105	820234	1	-42.027845	0
278	841089	1	-42.041047	0
1966	930814	1	-42.06719	0
751	880189	1	-42.168137	0
475	860260	1	-42.422465	0
1047	890461	1	-42.531166	0
662	870863	1	-43.172503	0
1646	920016	1	-43.256948	0
633	870658	1	-44.080152	0
48	2618	1	-44.313114	0
1252	900257	1	-44.49274	0
600	870400	1	-44.589004	0
937	890045	1	-44.629726	0
2213	940782	1	-44.884168	0
57	2868	1	-45.049724	0
262	840897	1	-45.109698	0
1480	910168	1	-45.359093	0
120	820351	1	-45.394933	0
1837	930226	1	-45.587922	0
83	4133	1	-45.94389	0
1136	890788	1	-46.162653	0
246	840686	1	-47.039907	0
2186	940699	1	-47.309409	0
448	860067	1	-47.411291	0
583	870264	1	-47.595891	0
840	880626	1	-47.712646	0
683	870965	1	-48.753775	0
379	850926	1	-49.421905	0
212	840232	1	-49.721082	0
548	870045	1	-49.828727	0
396	851036	1	-49.963276	0
1026	890338	1	-50.027199	0
168	830363	1	-50.106378	0
1584	910661	1	-50.316785	0
525	861128	1	-50.392719	0
148	830174	1	-50.520734	0
1015	890307	1	-51.339578	0
2067	940162	1	-51.345773	0
807	880441	1	-51.532702	0
1993	930886	1	-51.595978	0
924	880939	1	-51.831996	0
799	880394	1	-51.894451	0
1558	910528	1	-52.221731	0
286	841152	1	-52.608929	0
265	840940	1	-52.791834	0
399	851044	1	-52.914233	0
324	850346	1	-53.721676	0
2050	940110	1	-53.725375	0
1587	910671	1	-53.72842	0
87	9120	1	-53.895031	0
1028	890352	1	-54.114473	0
285	841132	1	-54.33295	0
442	860052	1	-54.407676	0
592	870315	1	-54.7572	0
1025	890337	1	-55.059728	0
461	860140	1	-55.464222	0
417	851116	1	-55.938167	0
1304	900463	1	-55.959723	0
347	850699	1	-56.248615	0
1323	900530	1	-56.403228	0
817	880506	1	-56.66243	0
282	841107	1	-56.66624	0
730	880118	1	-57.327714	0
275	841064	1	-57.350986	0
1305	900466	1	-58.976948	0
778	880301	1	-59.335342	0
1619	910799	1	-60.141271	0
1815	930075	1	-60.34874	0
55	2811	1	-60.517819	0
1822	930098	1	-60.60495	0
773	880262	1	-60.909829	0
626	870593	1	-61.591151	0
2232	950025	1	-61.698058	0
49	2627	1	-61.914598	0
425	851171	1	-62.292872	0
146	830157	1	-62.680114	0
2266	950150	1	-62.892167	0
280	841101	1	-63.171989	0
544	870015	1	-63.24938	0
257	840846	1	-63.286394	0
244	840680	1	-64.177354	0
767	880246	1	-64.754944	0
2160	940626	1	-65.267545	0
62	3129	1	-65.31783	0
578	870228	1	-65.910733	0
389	851007	1	-66.64481	0
1116	890736	1	-66.716647	0
713	880075	1	-67.000253	0
1867	930355	1	-67.087883	0
320	850300	1	-67.71897	0
221	840395	1	-68.012262	0
1605	910742	1	-68.642783	0
960	890113	1	-68.744121	0
1863	930340	1	-69.15649	0
923	880936	1	-69.164248	0
888	880825	1	-69.728238	0
1290	900405	1	-69.995866	0
1408	900878	1	-70.068859	0
1223	900155	1	-70.366985	0
1862	930338	1	-70.557836	0
1385	900797	1	-70.92643	0
542	861305	1	-72.009363	0
1088	890655	1	-72.095315	0
696	880025	1	-72.20457	0
981	890186	1	-72.251215	0
1409	900880	1	-72.286095	0
1343	900623	1	-72.628478	0
1661	920077	1	-72.895296	0
94	820123	1	-73.026234	0
1362	900722	1	-74.308574	0
678	870933	1	-74.781957	0
1637	910848	1	-74.824065	0
1234	900199	1	-75.296076	0
61	3070	1	-75.32501	0
1729	920496	1	-75.4788	0
1299	900444	1	-75.638391	0
1893	930538	1	-75.95144	0
1027	890347	1	-76.124476	0
118	820338	1	-76.208848	0
2272	950170	1	-76.257009	0
1603	910736	1	-76.591382	0
1980	930850	1	-77.072265	0
640	870721	1	-77.242234	0
209	840164	1	-77.329862	0
1447	910031	1	-77.336053	0
668	870883	1	-77.552342	0
1235	900202	1	-77.725407	0
354	850774	1	-77.741257	0
1643	920009	1	-77.951647	0
2098	940301	1	-78.427135	0
319	850299	1	-78.809234	0
821	880523	1	-78.819529	0
1648	920021	1	-79.798932	0
1079	890616	1	-80.084082	0
1287	900400	1	-80.105654	0
334	850520	1	-80.342413	0
1258	900267	1	-81.155493	0
1650	920027	1	-81.278062	0
1286	900389	1	-82.111618	0
101	820188	1	-82.123779	0
1652	920033	1	-83.016478	0
251	840781	1	-83.229934	0
1337	900595	1	-84.843943	0
2205	940768	1	-85.09459	0
705	880051	1	-85.446418	0
786	880331	1	-85.453943	0
1395	900833	1	-85.548052	0
346	850688	1	-85.836563	0
473	860249	1	-85.881226	0
53	2774	1	-85.914874	0
1802	930026	1	-86.223349	0
521	861065	1	-87.242237	0
154	830240	1	-87.343192	0
985	890203	1	-87.454615	0
1087	890648	1	-87.627332	0
1326	900537	1	-87.772784	0
1804	930036	1	-88.010526	0
831	880602	1	-88.971851	0
911	880888	1	-89.028297	0
670	870892	1	-89.32994	0
757	880205	1	-89.733777	0
555	870098	1	-89.835724	0
1625	910817	1	-89.894011	0
644	870750	1	-90.794398	0
839	880625	1	-90.89257	0
863	880722	1	-91.053863	0
1590	910678	1	-91.259316	0
444	860058	1	-91.286853	0
1001	890255	1	-91.456726	0
1097	890676	1	-91.712642	0
643	870740	1	-91.759311	0
17	975	1	-91.784037	0
855	880694	1	-91.937627	0
1620	910803	1	-91.950293	0
1735	920518	1	-92.041274	0
1873	930391	1	-92.238616	0
153	830220	1	-92.381438	0
1390	900806	1	-94.308266	0
211	840217	1	-94.400295	0
2019	940028	1	-94.713398	0
748	880171	1	-94.798111	0
386	850986	1	-95.141211	0
145	830139	1	-95.497572	0
2025	940039	1	-96.312783	0
452	860083	1	-96.690686	0
1288	900402	1	-96.843013	0
609	870476	1	-96.847846	0
269	841011	1	-97.538742	0
1438	910013	1	-98.28702	0
802	880400	1	-98.653134	0
348	850701	1	-99.239005	0
616	870524	1	-99.318699	0
1855	930302	1	-99.346435	0
1521	910306	1	-99.422354	0
438	860034	1	-99.66373	0
1488	910189	1	-99.667249	0
692	880018	1	-100.29098	0
128	830007	1	-102.08496	0
1663	920086	1	-102.26843	0
2259	950130	1	-102.64603	0
1313	900499	1	-102.67172	0
1065	890550	1	-103.07792	0
1690	920287	1	-103.17944	0
359	850813	1	-103.71021	0
1291	900413	1	-104.56266	0
1373	900766	1	-104.93779	0
2180	940678	1	-105.39509	0
1553	910494	1	-105.527	0
1203	900089	1	-105.61007	0
783	880310	1	-105.89502	0
24	1332	1	-106.02653	0
159	830268	1	-106.41807	0
16	859	1	-106.55151	0
1098	890682	1	-107.61911	0
312	850208	1	-107.64072	0
41	2293	1	-107.79659	0
445	860061	1	-108.00528	0
688	880011	1	-108.22954	0
375	850882	1	-108.37566	0
1672	920115	1	-108.44339	0
180	830452	1	-108.89153	0
193	840014	1	-109.04534	0
1498	910226	1	-109.05242	0
2264	950141	1	-109.07211	0
1403	900857	1	-110.20552	0
158	830266	1	-110.78985	0
1260	900276	1	-111.68488	0
2251	950098	1	-112.02301	0
1295	900427	1	-112.09166	0
2246	950088	1	-112.20868	0
1630	910830	1	-112.83751	0
1753	920585	1	-113.93954	0
66	3254	1	-114.29534	0
1231	900189	1	-114.6432	0
820	880522	1	-114.72957	0
2045	940085	1	-115.01598	0
198	840051	1	-115.08815	0
2081	940217	1	-115.61242	0
248	840749	1	-115.79774	0
35	2198	1	-115.88479	0
216	840330	1	-116.11638	0
736	880137	1	-116.45813	0
620	870565	1	-116.64928	0
232	840541	1	-117.18535	0
887	880822	1	-117.59022	0
418	851122	1	-117.88804	0
1931	930687	1	-118.12695	0
1511	910271	1	-118.51798	0
1546	910472	1	-119.15154	0
704	880049	1	-119.57837	0
1918	930652	1	-119.81044	0
351	850735	1	-120.71433	0
2210	940776	1	-120.93421	0
562	870141	1	-121.63194	0
925	890002	1	-122.11473	0
458	860107	1	-122.30909	0
344	850673	1	-123.00408	0
189	830680	1	-124.10203	0
2193	940718	1	-124.48165	0
415	851110	1	-124.72774	0
1194	900062	1	-124.9792	0
1078	890606	1	-125.11958	0
1278	900329	1	-125.2142	0
403	851064	1	-125.4111	0
582	870258	1	-125.41578	0
1568	910590	1	-125.66773	0
88	750411	1	-125.90403	0
266	840976	1	-125.92926	0
2015	940018	1	-126.11172	0
944	890069	1	-126.96995	0
332	850489	1	-127.24053	0
133	830020	1	-127.67106	0
384	850953	1	-127.74143	0
2250	950097	1	-128.05511	0
367	850861	1	-128.21265	0
1583	910650	1	-128.21971	0
1633	910839	1	-128.53145	0
1040	890427	1	-128.74573	0
763	880235	1	-128.85322	0
1971	930823	1	-128.86368	0
1710	920419	1	-128.91773	0
1074	890583	1	-128.94756	0
739	880146	1	-129.46578	0
2212	940780	1	-129.54157	0
213	840236	1	-129.64713	0
529	861180	1	-130.3946	0
1041	890431	1	-130.64884	0
208	840144	1	-130.65178	0
199	840057	1	-130.98607	0
685	880002	1	-131.65997	0
1336	900593	1	-132.05164	0
1122	890752	1	-132.12939	0
1825	930114	1	-132.52816	0
1831	930171	1	-133.09306	0
782	880309	1	-133.43418	0
1006	890263	1	-133.58439	0
273	841056	1	-134.60272	0
627	870596	1	-134.62604	0
228	840489	1	-134.87682	0
1128	890770	1	-135.17735	0
2010	940007	1	-135.455	0
912	880892	1	-136.46699	0
326	850367	1	-136.50107	0
2069	940165	1	-137.17808	0
2117	940352	1	-137.35291	0
909	880885	1	-137.5894	0
1788	920797	1	-137.71216	0
1211	900112	1	-138.03074	0
1351	900661	1	-138.12733	0
1820	930086	1	-138.15159	0
1548	910477	1	-138.52546	0
900	880856	1	-138.53108	0
880	880798	1	-139.13706	0
1238	900218	1	-139.19822	0
451	860081	1	-139.25705	0
243	840660	1	-139.94179	0
1813	930070	1	-139.98374	0
2070	940168	1	-140.02258	0
223	840431	1	-140.24733	0
742	880150	1	-140.4729	0
383	850947	1	-140.51038	0
21	1131	1	-141.04564	0
1577	910619	1	-141.50003	0
183	830464	1	-142.03728	0
1884	930465	1	-142.09237	0
283	841126	1	-142.66728	0
331	850480	1	-142.72629	0
267	841005	1	-142.81386	0
250	840766	1	-143.96965	0
869	880737	1	-144.05026	0
934	890038	1	-144.06756	0
1673	920122	1	-144.0905	0
1541	910444	1	-144.26815	0
51	2718	1	-144.65037	0
1711	920420	1	-144.81263	0
5	239	1	-145.27688	0
2198	940744	1	-145.875	0
1483	910175	1	-146.27089	0
2202	940760	1	-146.75934	0
1150	890830	1	-147.13234	0
673	870898	1	-147.3121	0
59	2954	1	-147.45721	0
852	880676	1	-147.57241	0
596	870340	1	-147.73615	0
1954	930761	1	-147.81561	0
677	870930	1	-148.46376	0
671	870894	1	-148.51113	0
1160	890879	1	-149.22133	0
281	841102	1	-149.27077	0
1967	930815	1	-149.31899	0
239	840624	1	-149.61819	0
343	850665	1	-149.85029	0
1272	900312	1	-150.08639	0
295	850090	1	-150.13367	0
762	880234	1	-150.87352	0
1834	930199	1	-150.93923	0
1843	930250	1	-151.16758	0
2150	940592	1	-151.1837	0
337	850537	1	-151.22547	0
906	880873	1	-151.29338	0
446	860063	1	-151.2934	0
1342	900621	1	-151.31721	0
227	840484	1	-151.40314	0
1665	920095	1	-151.44216	0
1635	910846	1	-153.06679	0
755	880195	1	-154.01262	0
434	860017	1	-154.1892	0
1333	900571	1	-154.31845	0
795	880373	1	-154.31898	0
1490	910192	1	-154.51365	0
33	2036	1	-154.88402	0
1505	910250	1	-155.05303	0
1251	900254	1	-155.24185	0
1826	930121	1	-155.24783	0
1012	890294	1	-155.319	0
816	880498	1	-155.87035	0
1671	920114	1	-155.95754	0
1688	920274	1	-156.15535	0
2037	940066	1	-156.83299	0
1032	890376	1	-157.47081	0
935	890039	1	-157.49309	0
1794	920831	1	-158.13361	0
104	820218	1	-158.57153	0
965	890137	1	-159.63834	0
532	861237	1	-159.65712	0
1677	920170	1	-160.40378	0
1029	890355	1	-160.44899	0
482	860335	1	-160.46177	0
1709	920412	1	-160.68384	0
143	830105	1	-161.84742	0
1240	900222	1	-162.01669	0
1629	910829	1	-162.0767	0
1214	900122	1	-162.64427	0
1133	890784	1	-162.89608	0
1397	900841	1	-163.00913	0
819	880521	1	-163.20705	0
1975	930832	1	-163.28563	0
1123	890755	1	-163.54199	0
907	880875	1	-163.56166	0
2051	940111	1	-163.88911	0
1412	900884	1	-163.92074	0
353	850771	1	-164.1915	0
1014	890301	1	-164.54299	0
100	820184	1	-164.75626	0
1156	890857	1	-164.7665	0
220	840381	1	-165.11898	0
1344	900626	1	-165.52072	0
2056	940122	1	-166.19169	0
1734	920516	1	-166.81111	0
1120	890748	1	-167.60527	0
126	820434	1	-167.94654	0
181	830453	1	-168.04568	0
1315	900503	1	-168.31591	0
270	841022	1	-168.50688	0
589	870290	1	-168.5152	0
387	850995	1	-168.81701	0
107	820246	1	-168.94818	0
1704	920402	1	-168.99097	0
268	841008	1	-171.41178	0
1562	910554	1	-171.52752	0
52	2738	1	-171.67973	0
697	880028	1	-172.16418	0
176	830424	1	-172.65434	0
2079	940210	1	-172.69002	0
1270	900308	1	-173.39065	0
899	880854	1	-173.58428	0
1576	910617	1	-173.61186	0
535	861243	1	-173.65413	0
491	860538	1	-173.71043	0
328	850405	1	-173.93083	0
1715	920450	1	-174.83321	0
1335	900585	1	-174.86952	0
182	830460	1	-175.35545	0
200	840069	1	-176.99987	0
258	840854	1	-177.32032	0
1891	930518	1	-177.39185	0
1795	920845	1	-177.53912	0
927	890006	1	-178.49763	0
95	820141	1	-178.79274	0
2163	940634	1	-178.97411	0
905	880865	1	-179.10114	0
1007	890265	1	-179.2447	0
330	850449	1	-179.60772	0
497	860673	1	-180.42287	0
1374	900769	1	-180.96271	0
901	880857	1	-181.29424	0
1334	900572	1	-181.37526	0
1814	930073	1	-183.19425	0
1452	910051	1	-184.08101	0
828	880571	1	-184.4532	0
1090	890657	1	-184.71971	0
974	890150	1	-184.94961	0
1008	890278	1	-185.13082	0
316	850236	1	-185.32876	0
25	1664	1	-185.57947	0
933	890032	1	-186.01681	0
2136	940481	1	-186.1207	0
1392	900815	1	-186.28257	0
978	890182	1	-186.33783	0
1998	930898	1	-186.76176	0
547	870042	1	-186.88693	0
2064	940153	1	-186.96448	0
476	860266	1	-186.99044	0
1114	890724	1	-187.76971	0
1201	900081	1	-187.82809	0
1282	900377	1	-188.57395	0
1358	900702	1	-188.6594	0
1430	900939	1	-189.11894	0
1410	900881	1	-189.12612	0
703	880046	1	-189.23118	0
1598	910714	1	-190.82761	0
1602	910727	1	-191.06737	0
188	830510	1	-191.15098	0
1268	900302	1	-191.6562	0
2204	940765	1	-192.44018	0
1459	910086	1	-192.4489	0
378	850907	1	-193.98421	0
788	880339	1	-194.62578	0
769	880248	1	-195.12977	0
818	880510	1	-195.36772	0
1468	910119	1	-195.51008	0
1353	900680	1	-195.66391	0
190	840007	1	-195.66668	0
1897	930573	1	-195.83321	0
315	850224	1	-195.90193	0
1321	900528	1	-196.25052	0
1861	930335	1	-196.71789	0
1327	900543	1	-197.249	0
785	880330	1	-198.13095	0
1675	920156	1	-199.69218	0
617	870534	1	-199.89789	0
498	860678	1	-200.75957	0
1226	900166	1	-200.86776	0
2013	940012	1	-201.9467	0
92	820055	1	-202.62707	0
1575	910613	1	-203.16547	0
